,x,y,z
0,22.684034347526158,41.3116047759928,3
1,-12.98273442097473,-7.956034231213225,3
2,1.0106712038771173,-21.814308676141604,3
3,-18.213998579800165,24.24642479870378,3
4,-19.737659233171925,26.312883408058976,3
5,-27.171958808168345,8.21322372346327,3
6,-28.263866412836364,18.753836901571848,3
7,20.88275799351829,-19.114135866186576,3
8,-26.146559282819315,10.300870812130773,3
9,8.263177817206975,23.765128452042926,3
10,5.80523118619239,31.299681019682076,3
11,7.860665610029777,-29.403816630739456,3
12,-28.31827342479586,20.10781124252366,3
13,-15.388341150289918,-31.98902547699489,3
14,38.21189365658958,10.431845445616446,3
15,1.066706695568858,-17.020132856884093,3
16,-15.949195272813512,29.567638951994926,3
17,24.6291769318949,34.59868203707784,3
18,29.53346810380007,34.935896345844554,3
19,43.01725786250618,14.181953567898372,3
20,-22.370649674319708,11.167575209135414,3
21,20.313640251366877,12.351370637902715,3
22,-30.703492896025068,11.192930759559083,3
23,12.565520245897456,5.135625356287649,3
24,-26.5586146583898,20.64845915524691,3
25,-17.680077346110554,-19.571538209790226,3
26,1.0633141001735285,-9.684954178873703,3
27,-23.783974105710065,-25.56233263376277,3
28,40.03158242291141,1.9867091558606458,3
29,-1.873663595393625,11.176921090172076,3
30,-27.072178679840192,14.589474804329706,3
31,19.56842795284012,-3.7099329813896316,3
32,58.09483929198164,-15.260921124620292,3
33,-25.337497425328184,-15.833669097049594,3
34,18.535622123236426,-16.135563875810018,3
35,-13.90511657571207,-25.70268305726865,3
36,39.718241666046644,26.44163036812223,3
37,62.346864147382625,-5.7715469462126325,3
38,-5.032033252914349,4.365684040523592,3
39,50.469905635220776,15.032850994079613,4
40,-11.203735879409823,-29.894144594306198,3
41,14.44639654477825,-6.2572771233454585,3
42,3.576238266291517,-30.694766418044168,3
43,24.34127523276279,40.343329445557046,3
44,-29.91588495099262,1.001007569455212,3
45,7.076925334204394,-36.145493450175714,3
46,9.999278077836372,24.449736289626355,3
47,12.530594235439208,-21.783141249052246,3
48,14.070713209411545,-8.510097061858065,3
49,-22.33797080623105,19.489659901133884,3
50,6.0171095257827165,-13.798663817934678,3
51,-3.3909776628081167,23.992123647505153,3
52,15.49803106676512,8.364564525763486,3
53,-11.15977737976664,-33.923315216309554,3
54,4.856050169240819,-0.3050922177383815,3
55,-24.50479687999541,0.9797544328777321,3
56,22.40092087898001,40.732502999787854,3
57,11.315661067257437,35.568396442282605,3
58,-16.392420443982864,-8.390326682207576,3
59,-29.661836495368192,14.214596159024158,3
60,2.81697653572505,-21.82937768107582,3
61,4.407344984238914,-17.992775540484036,3
62,14.309931393339431,9.322507073552789,3
63,-11.923424150346186,28.188673150616946,3
64,-7.391589804795446,28.745837593979726,3
65,-21.80492253153273,17.263617057222888,3
66,39.84181553083224,12.8896229348342,3
67,-30.185707403169253,-6.057751815198901,3
68,-18.38891451831116,-2.4457584131771757,3
69,4.532484075883951,14.595564288732364,3
70,-11.164419339881379,-31.346951248538986,3
71,-29.36129271404684,-15.806094354046193,3
72,11.47424905122081,-8.704703647804147,3
73,-20.654286500928304,-10.998137832180511,3
74,9.526325663313147,-37.780105246947095,3
75,-26.76904452606348,-21.42707378648118,3
76,-19.52715399245522,27.664534257778087,3
77,37.124566058775315,26.67411464000259,3
78,-17.52894555765308,-22.146544630598402,3
79,17.078672398340004,34.773107713935026,3
80,-7.260021487457986,33.34910166189839,3
81,27.174440878035206,-29.686022573269977,3
82,-28.933517090939667,-18.23567737412715,3
83,-4.255271855399093,22.735595909534744,3
84,14.378071735266138,40.42924952670138,3
85,-10.746119325963623,30.753566131490913,3
86,9.255214349807057,-37.60501368806262,3
87,11.049724896100942,-34.269347528242754,3
88,-15.511489461940261,-21.979635920548528,3
89,-21.695942004356553,-12.756177589679135,3
90,28.304537272107584,0.8384138904661603,3
91,-6.372234067380521,14.899671679020914,3
92,-30.36710371766897,-9.516853220491834,3
93,-28.832835924903023,-16.44579408715622,3
94,-18.909693897978922,27.459643414379844,3
95,-12.805713164806843,-29.977580181139754,3
96,45.405895846140446,22.1994106227202,3
97,-15.340228573623113,24.50994154860464,3
98,42.79766260792,4.740311836563934,3
99,-13.516309192606876,-29.239533061538236,3
100,-28.793724564386608,-19.810761356852897,3
101,13.520871906581009,-36.33199043498517,3
102,-20.33806487308254,-24.026998656055646,3
103,-9.999629065651217,20.69534831040305,3
104,38.36925691335896,21.628835497945936,3
105,-30.796073974910584,-13.63410584827275,3
106,33.85724704483225,14.1218843785356,3
107,-7.493688957485748,-31.24646461394391,3
108,-31.875927243556024,7.314557424394164,3
109,18.66705652931536,38.77557237867494,3
110,6.362303518506976,-37.04419955462908,3
111,-28.42728640048766,0.3223370984252015,3
112,10.484184915683114,-27.82396991824146,3
113,47.302223281251116,16.457651849448368,3
114,43.16147084867131,22.21007684802101,3
115,21.930846985627287,37.71921737335163,3
116,-12.669165980562077,32.5937139979452,3
117,-13.023060865388228,11.53799777287634,3
118,-31.259807090736004,-5.720473792991049,3
119,-22.08251907140139,-5.4543056408187365,3
120,-25.036786095404942,22.616605597567208,3
121,-9.027703095194502,20.52967724225302,3
122,-16.795096636370168,4.126188428910997,3
123,-0.6946419177574193,20.52972207852072,3
124,18.704531729819966,-15.820016975405881,3
125,-5.137690869575152,33.6762669061398,3
126,10.306340564022491,-35.08075556859792,3
127,35.92622669636753,27.67049471623263,3
128,-19.707897057026933,-1.1258119544835687,3
129,-21.97357525451437,27.34421509924293,3
130,-7.010492498688591,9.617544710573748,3
131,-25.839039922633674,-12.23592493565437,3
132,-29.052683294159344,-6.819723047009496,3
133,15.815795358511927,13.113850683342715,3
134,5.835319430152595,34.96730428226786,3
135,6.931233105890348,10.222571075690492,3
136,1.39924665787219,-0.07829183374970874,3
137,-1.7482366364694961,26.777393058067418,3
138,24.65618182100383,-33.9293025355098,3
139,-4.785945754657669,-24.84531135652025,3
140,15.924897835079317,-35.70755453816096,3
141,-2.583318190397403,14.702678291053845,3
142,-22.493768860863533,-20.433706966358205,3
143,42.576784601540794,21.80410882343828,3
144,33.11822567275178,17.53697667664049,3
145,3.8386925857887766,-5.134123891871871,3
146,-16.814584220409543,-30.518921118462067,3
147,-12.18210743736952,22.38120792072098,3
148,60.89110614167332,-0.5845987995742572,4
149,-17.432363157993624,-29.359278491199724,3
150,4.975300936497911,-19.23758841312651,3
151,22.309938505880265,-10.677988009922025,3
152,25.800477980037332,2.5972971825520186,3
153,-17.348285263880495,19.514450615821136,3
154,-18.41639944649908,-25.727345430546354,3
155,-30.40947241645428,11.756192806478998,3
156,21.68486313582462,-15.094885505991636,3
157,9.782368517175803,-21.56991511509583,3
158,61.07044945668974,-5.554418473318694,3
159,-28.444934663882012,-20.66971052337753,3
160,50.997184193202635,-0.7818802922418414,4
161,-15.391131613600987,15.571845661979507,3
162,46.78360196062001,-3.4355904679045945,3
163,-16.848380987893236,-30.95026914294251,3
164,1.2757401341580794,-36.906275490191824,3
165,-16.11153365347908,-19.70469854875701,3
166,-29.059600973696732,-4.71275430874599,3
167,32.48973714948611,4.930841917298693,3
168,-20.305867229981487,-25.048288017359816,3
169,-23.29118768847534,18.299511087194375,3
170,9.000330557310486,17.60010872681216,3
171,-6.4534409948478535,-31.95041124729399,3
172,-30.304776353372674,3.2023635054228885,3
173,-15.086311004023564,27.3272166546854,3
174,32.35455039890259,-13.224067991562078,3
175,9.591818579644421,-16.748385789332865,3
176,11.725045850260038,38.04547427285775,3
177,30.28205458109629,-29.1555154202789,3
178,4.441770308196869,-11.040020710325196,3
179,-3.4598675173720363,12.882943952008828,3
180,-20.869133670916302,-28.20603690031851,3
181,32.48772013608297,-13.564698143555255,3
182,-22.980369787332315,-6.753450801769447,3
183,-10.787134931779804,32.41041316660316,3
184,0.47069945964023835,-34.946078838929886,3
185,22.58138951518443,0.07645562380918378,3
186,12.623925300351594,-16.078094773804374,3
187,45.55306503267542,1.78483015448068,3
188,-27.494283056089706,-4.813423366204396,3
189,-11.605911516296672,-21.374245959691976,3
190,-31.389420918924298,-10.125263075363184,3
191,12.988447196728018,30.2637641652128,3
192,-9.855189254349023,29.50826424703013,3
193,-24.3539728826364,-17.919993034376212,3
194,17.102289998643695,-11.078273559007654,3
195,5.6444048877574255,-31.816252831948113,3
196,21.665338660818506,24.27761084282242,3
197,22.55448911383174,-31.455537447787666,3
198,9.629743266035096,-4.9312380183654545,3
199,-8.578418206408672,-4.2808585138371225,3
200,-24.46119974374125,-0.18586172721313274,3
201,54.60049640448274,-16.829204625730046,4
202,17.59198392881397,-29.080648847024182,3
203,-30.791004814632352,6.472425205603898,3
204,-26.600281577176126,19.94664436004995,3
205,-16.097835292260097,30.406189600953585,3
206,19.007804584307443,25.48858588098253,3
207,-23.65317928265866,-23.781083485765247,3
208,-14.938611126621012,-32.81636245079295,3
209,-12.13865466392656,-28.37855371979033,3
210,0.8567822314538804,-24.923133328379233,3
211,17.053245832398833,15.400455168877466,3
212,-31.630999914975057,5.265946821250648,3
213,17.19972440508731,-4.104301782374132,3
214,-14.971182996699454,31.44002351658418,3
215,6.899642863667537,-37.09837639601099,3
216,-9.932552769274977,31.047271270381085,3
217,-18.278207381560104,14.624434886544492,3
218,38.97030669660508,-6.7636857813803735,3
219,-31.728696273787275,0.24347443119132192,3
220,28.403396130802683,37.752090471169446,3
221,-14.857364820381813,-6.94363455487005,3
222,-14.96255052877434,4.288367988110377,3
223,-3.4116879432910086,1.2697148104575549,3
224,35.1251822257714,31.043676261852426,3
225,-13.841694414981802,-5.980879360198401,3
226,-1.3346137114430392,34.71342588817027,3
227,13.260067437140117,-11.815606663171097,3
228,8.241993790639452,-37.02601893447922,3
229,6.327082749624806,-8.909721502286297,3
230,2.5000206528805946,-34.25096422208438,3
231,-9.031738847919202,-35.350524354300205,3
232,-13.26661055418524,26.338406960943363,3
233,7.672941521771052,30.671705536153233,3
234,28.309677276596705,-0.3013269461137641,3
235,-22.46858363271883,12.553677433713212,3
236,40.778869010853796,-12.696146408371995,3
237,-0.08510614636282084,31.364589370819836,3
238,-25.19270601458225,-7.981895740047697,3
239,-10.176043670918359,-30.47742023239487,3
240,-27.385820733695116,-18.118873698817236,3
241,3.7160642503401773,12.819538937273528,3
242,4.0210497783934045,-34.46687695661489,3
243,-6.67197252297098,18.4235984940031,3
244,1.214498599725176,27.332667389237873,3
245,-31.51070391532304,-4.937319227871117,3
246,-27.361437658515136,18.929714228417915,3
247,-17.584239961781194,-15.818636132135422,3
248,-31.930514096846686,9.292225351365163,3
249,-25.95856133044836,-19.640376601193964,3
